datetime;wse;wse_u
2002-07-09 14:33:51;65.180;0.005
2002-08-13 14:33:51;65.078;0.069
2002-09-17 14:33:50;63.869;0.054
2002-10-22 14:33:52;60.208;0.081
2002-11-26 14:33:51;61.127;0.013
2002-12-31 14:33:49;57.415;0.034
2003-02-04 14:33:49;53.867;0.015
2003-05-20 14:33:47;62.046;0.037
2003-06-24 14:33:54;63.610;0.067
2003-07-29 14:33:59;65.204;0.015
2003-09-02 14:34:02;64.298;0.042
2003-10-07 14:33:58;62.681;0.007
2003-11-11 14:33:55;61.996;0.015
2003-12-16 14:33:56;60.029;0.028
2004-01-20 14:33:54;56.860;0.052
2004-02-24 14:33:54;53.527;0.016
2004-05-04 14:33:55;59.281;0.016
2004-06-08 14:34:01;62.956;0.021
2004-07-13 14:34:01;64.527;0.139
2004-08-17 14:33:58;64.612;0.008
2004-09-21 14:33:55;63.221;0.045
2004-10-26 14:34:01;60.146;0.001
2004-11-30 14:33:58;59.993;0.035
2005-01-04 14:33:52;57.383;0.037
2005-02-08 14:33:56;55.091;0.069
2005-03-15 14:33:54;54.957;0.001
2005-04-19 14:34:01;59.087;0.023
2005-05-24 14:34:02;62.426;0.036
2005-06-28 14:34:03;62.896;0.017
2005-08-02 14:34:00;64.108;0.031
2005-09-06 14:33:56;62.695;0.014
2005-10-11 14:33:59;60.190;0.008
2005-11-15 14:33:58;60.397;0.005
2005-12-20 14:33:52;59.149;0.013
2006-01-24 14:33:47;57.424;0.035
2006-02-28 14:33:48;56.200;0.017
2006-04-04 14:33:46;57.928;0.005
2006-05-09 14:33:53;60.338;0.062
2006-06-13 14:33:55;62.920;0.076
2006-07-18 14:33:59;63.981;0.188
2006-08-22 14:33:56;64.324;0.072
2006-09-26 14:33:54;62.758;0.086
2006-10-31 14:33:57;61.785;0.026
2006-12-05 14:33:56;61.173;0.002
2007-01-09 14:33:52;57.596;0.020
2007-02-13 14:33:51;54.042;0.052
2007-04-24 14:33:52;58.858;0.007
2007-05-29 14:33:54;62.444;0.009
2007-07-03 14:33:55;64.950;0.031
2007-08-07 14:33:55;64.753;0.004
2007-09-11 14:33:51;63.801;0.030
2007-10-16 14:33:49;62.601;0.011
2007-11-20 14:33:47;60.681;0.020
2007-12-25 14:33:47;58.567;0.109
2008-01-29 14:33:48;55.669;0.011
2008-03-04 14:33:48;55.041;0.010
2008-04-08 14:33:48;54.382;0.027
2008-05-13 14:33:48;59.673;0.024
2008-06-17 14:33:49;62.011;0.111
2008-07-22 14:33:50;65.056;0.043
2008-08-26 14:33:46;64.470;0.132
2008-09-30 14:33:46;62.418;0.005
2008-11-04 14:33:45;61.310;0.166
2008-12-09 14:33:46;61.296;0.026
2009-01-13 14:33:45;57.873;0.013
2009-02-17 14:33:46;56.361;0.025
2009-03-24 14:33:45;55.908;0.013
2009-06-02 14:33:48;59.541;0.154
2009-07-07 14:33:47;63.680;0.024
2009-08-11 14:33:47;64.590;0.037
2009-09-15 14:33:43;62.533;0.002
2009-10-20 14:33:41;61.042;0.041
2009-11-24 14:33:40;57.894;0.037
2009-12-29 14:33:41;55.415;0.066
2010-02-02 14:33:40;53.458;0.067
2010-03-09 14:33:40;53.654;0.041
2010-04-13 14:33:39;55.941;0.010
2010-05-18 14:33:38;62.679;0.054
2010-06-22 14:33:37;63.918;0.017
2010-07-27 14:33:39;64.405;0.001
2010-08-31 14:33:39;64.599;0.001
2010-10-05 14:33:34;61.614;0.044
2013-04-04 22:38:48;56.317;0.002
2013-05-09 22:38:26;60.060;0.013
2013-06-13 22:38:06;63.316;0.007
2013-07-18 22:37:44;63.711;0.041
2013-08-22 22:37:46;63.930;0.014
2013-09-26 22:38:00;63.387;0.051
2013-10-31 22:38:00;61.240;0.005
2013-12-05 22:37:58;60.104;0.018
2014-01-09 22:37:57;55.830;0.020
2014-03-20 22:37:52;54.548;0.024
2014-04-24 22:37:50;57.482;0.020
2014-05-29 22:37:48;60.757;0.003
2014-07-03 22:37:45;63.974;0.010
2014-08-07 22:37:40;64.869;0.005
2014-09-11 22:37:37;64.225;0.001
2014-10-16 22:37:35;61.494;0.007
2014-11-20 22:37:32;61.300;0.001
2014-12-25 22:37:28;58.095;0.002
2015-01-29 22:37:26;55.428;0.002
2015-08-27 22:37:01;64.231;0.012
2015-10-01 22:36:59;61.590;0.015
2015-11-05 22:36:57;59.229;0.052
2015-12-10 22:36:47;59.017;0.026
2016-01-14 22:36:36;54.501;0.116
2016-03-24 22:36:31;53.726;0.017
2016-04-28 22:36:27;57.157;0.015
