datetime;wse;wse_u
2002-06-20 14:30:26;32.763;0.001
2002-07-25 14:30:26;35.533;0.005
2002-08-29 14:30:21;33.457;0.008
2002-10-03 14:30:26;33.712;0.021
2002-11-07 14:30:23;28.912;0.017
2002-12-12 14:30:22;28.818;0.019
2003-05-01 14:30:26;26.992;0.002
2003-06-05 14:30:22;30.614;0.019
2003-07-10 14:30:28;31.199;0.001
2003-08-14 14:30:31;35.401;0.014
2003-09-18 14:30:34;34.438;0.032
2003-10-23 14:30:29;32.614;0.011
2003-11-27 14:30:31;31.089;0.022
2004-01-01 14:30:32;28.002;0.016
2004-02-05 14:30:28;25.005;0.043
2004-03-11 14:30:31;24.613;0.007
2004-04-15 14:30:28;25.237;0.009
2004-05-20 14:30:32;30.394;0.004
2004-06-24 14:30:33;32.139;0.022
2004-07-29 14:30:34;35.519;0.020
2004-09-02 14:30:32;35.097;0.047
2004-10-07 14:30:32;34.036;0.002
2004-11-11 14:30:30;30.227;0.026
2004-12-16 14:30:27;28.437;0.004
2005-01-20 14:30:28;25.937;0.020
2005-02-24 14:30:28;25.354;0.014
2005-03-31 14:30:29;24.385;0.028
2005-05-05 14:30:36;29.730;0.002
2005-06-09 14:30:34;31.770;0.013
2005-07-14 14:30:36;33.332;0.007
2005-08-18 14:30:31;34.583;0.002
2005-09-22 14:30:31;32.755;0.014
2005-10-27 14:30:33;30.417;0.014
2005-12-01 14:30:27;29.365;0.026
2006-01-05 14:30:20;26.156;0.002
2006-02-09 14:30:21;26.519;0.070
2006-03-16 14:30:20;24.921;0.043
2006-04-20 14:30:24;26.051;0.012
2006-05-25 14:30:26;31.057;0.000
2006-06-29 14:30:31;33.395;0.006
2006-08-03 14:30:32;35.869;0.004
2006-09-07 14:30:26;34.824;0.031
2006-10-12 14:30:30;30.572;0.005
2006-11-16 14:30:29;29.439;0.034
2006-12-21 14:30:28;29.011;0.001
2007-01-25 14:30:22;25.089;0.006
2007-03-01 14:30:25;23.654;0.011
2007-04-05 14:30:22;24.531;0.006
2007-05-10 14:30:26;27.863;0.013
2007-06-14 14:30:27;31.587;0.013
2007-07-19 14:30:28;35.171;0.016
2007-08-23 14:30:27;34.777;0.002
2007-09-27 14:30:22;34.297;0.000
2007-11-01 14:30:22;32.323;0.025
2007-12-06 14:30:18;28.928;0.035
2008-01-10 14:30:21;26.862;0.024
2008-02-14 14:30:20;24.847;0.033
2008-03-20 14:30:22;24.619;0.001
2008-04-24 14:30:19;25.084;0.001
2008-05-29 14:30:21;28.694;0.014
2008-07-03 14:30:22;32.863;0.000
2008-08-07 14:30:22;34.591;0.017
2008-09-11 14:30:18;34.536;0.013
2008-10-16 14:30:20;31.893;0.037
2008-11-20 14:30:17;30.920;0.004
2008-12-25 14:30:19;28.857;0.007
2009-01-29 14:30:16;26.042;0.027
2009-03-05 14:30:19;25.278;0.012
2009-04-09 14:30:16;25.606;0.009
2009-05-14 14:30:19;27.990;0.047
2009-06-18 14:30:21;30.166;0.002
2009-07-23 14:30:20;32.775;0.023
2009-08-27 14:30:19;34.241;0.011
2009-10-01 14:30:14;31.949;0.007
2009-11-05 14:30:15;29.015;0.029
2009-12-10 14:30:11;26.615;0.008
2010-01-14 14:30:14;24.747;0.016
2010-02-18 14:30:12;23.556;0.007
2010-03-25 14:30:14;24.266;0.006
2010-04-29 14:30:11;28.797;0.023
2010-06-03 14:30:11;32.078;0.021
2010-07-08 14:30:11;33.935;0.029
2010-08-12 14:30:13;34.792;0.010
2010-09-16 14:30:11;34.400;0.027
2010-10-21 14:30:04;28.890;0.010
2013-03-16 22:35:29;25.320;0.008
2013-04-20 22:35:11;25.625;0.004
2013-05-25 22:34:50;30.159;0.002
2013-06-29 22:34:31;33.288;0.001
2013-08-03 22:34:13;34.007;0.002
2013-09-07 22:34:26;34.671;0.002
2013-10-12 22:34:31;33.380;0.001
2013-11-16 22:34:33;30.085;0.006
2013-12-21 22:34:29;28.192;0.001
2014-01-25 22:34:27;25.162;0.003
2014-03-01 22:34:25;23.716;0.010
2014-04-05 22:34:25;24.876;0.005
2014-05-10 22:34:22;27.847;0.018
2014-06-14 22:34:22;30.333;0.000
2014-07-19 22:34:16;34.090;0.001
2014-08-23 22:34:12;34.992;0.001
2014-09-27 22:34:10;33.899;0.003
2014-11-01 22:34:07;30.434;0.001
2014-12-06 22:34:04;29.207;0.012
2015-01-10 22:34:01;26.737;0.002
2015-02-14 22:33:59;26.202;0.002
2015-03-21 22:33:57;25.169;0.023
2015-04-25 22:33:55;26.048;0.009
2015-08-08 22:33:40;34.954;0.000
2015-09-12 22:33:34;34.681;0.001
2015-10-17 22:33:28;30.214;0.004
2015-11-21 22:33:26;29.269;0.015
2015-12-26 22:33:14;32.528;0.004
2016-01-30 22:33:11;24.691;0.002
2016-03-05 22:33:05;24.242;0.004
2016-04-09 22:33:10;24.944;0.003
2016-05-14 22:32:50;30.430;0.018
