datetime;wse;wse_u
2018-12-11 02:17:53;137.320;0.024
2019-01-07 02:17:56;137.015;0.008
2019-02-03 02:17:57;136.648;0.040
2019-04-25 02:18:03;136.653;0.142
2019-05-22 02:18:00;138.306;0.001
2019-06-18 02:17:55;138.134;0.010
2019-07-15 02:17:58;138.227;0.029
2019-08-11 02:17:59;139.835;0.009
2019-09-07 02:17:58;138.478;0.014
2019-10-04 02:17:56;137.753;0.033
2019-10-31 02:17:56;137.476;0.029
2019-11-27 02:17:59;137.609;0.045
2019-12-24 02:17:59;137.817;0.009
2020-01-20 02:17:57;137.445;0.044
2020-02-16 02:17:56;136.822;0.048
2020-03-14 02:17:59;137.069;0.088
2020-04-10 02:18:00;136.620;0.049
2020-05-07 02:18:04;137.164;0.104
2020-06-03 02:18:07;137.885;0.012
2020-06-30 02:18:10;138.740;0.001
2020-07-27 02:18:10;138.648;0.025
2020-08-23 02:18:10;138.672;0.001
2020-09-19 02:18:08;138.681;0.003
2020-10-16 02:18:07;137.551;0.028
2020-11-12 02:18:11;137.799;0.091
2020-12-09 02:18:11;137.781;0.038
2021-01-05 02:18:10;137.636;0.022
2021-02-01 02:18:06;137.387;0.090
2021-02-28 02:18:09;136.878;0.033
2021-03-27 02:18:10;137.517;0.074
2021-04-23 02:18:10;137.271;0.069
2021-05-20 02:18:12;139.134;0.006
2021-06-16 02:18:18;139.148;0.047
2021-07-13 02:18:19;139.359;0.007
2021-08-09 02:18:21;139.884;0.001
2021-09-05 02:18:21;139.365;0.019
2021-10-02 02:18:17;138.504;0.032
2021-10-29 02:18:15;138.497;0.039
2021-11-25 02:18:16;138.699;0.007
2021-12-22 02:18:18;137.696;0.086
2022-01-18 02:18:14;137.807;0.018
2022-02-14 02:18:15;137.202;0.002
2022-03-13 02:18:15;138.116;0.003
2022-04-09 02:18:16;138.403;0.010
2022-05-06 02:18:21;137.665;0.105
2022-06-02 02:18:26;139.346;0.034
2022-06-29 02:18:27;139.786;0.026
2022-07-26 02:18:30;139.356;0.095
2022-08-22 02:18:30;138.284;0.001
2022-09-18 02:18:27;138.694;0.030
2022-10-15 02:18:26;137.958;0.051
2022-11-11 02:18:30;138.607;0.083
2022-12-08 02:18:30;138.550;0.110
2023-01-04 02:18:28;138.302;0.065
2023-01-31 02:18:27;137.616;0.016
2023-02-27 02:18:29;137.330;0.032
2023-03-26 02:18:28;137.022;0.035
2023-04-22 02:18:29;137.259;0.082
2023-05-19 02:18:33;138.769;0.036
2023-06-15 02:18:36;137.432;0.045
2023-07-12 02:18:39;138.124;0.048
2023-08-08 02:18:39;137.990;0.051
2023-09-04 02:18:37;137.202;0.064
2023-10-01 02:18:36;137.393;0.055
2023-10-28 02:18:41;137.052;0.148
2023-11-24 02:18:41;136.848;0.099
2023-12-21 02:18:40;136.729;0.082
2024-01-17 02:18:33;136.931;0.043
2024-04-07 02:18:40;136.875;0.084
2024-05-04 02:18:45;137.311;0.083
2024-05-31 02:18:49;139.458;0.015
2024-06-27 02:18:51;137.992;0.021
2024-07-24 02:18:52;139.435;0.045
2024-08-20 02:18:51;138.989;0.004
2024-09-16 02:18:49;137.950;0.062
2024-10-13 02:18:48;137.687;0.025
2024-11-09 02:18:51;137.304;0.014
2024-12-06 02:18:51;137.584;0.022
2025-01-02 02:18:49;137.839;0.008
2025-01-29 02:18:46;137.398;0.008
2025-02-25 02:18:50;137.558;0.024
2025-03-24 02:18:51;137.976;0.000
2025-04-20 02:18:51;137.531;0.077
2025-05-17 02:18:56;138.474;0.056
2025-06-13 02:19:00;138.357;0.065
2025-07-10 02:19:04;139.599;0.057
2025-08-06 02:19:05;138.595;0.022
2025-09-02 02:19:06;138.554;0.038
2025-09-29 02:19:03;138.232;0.025
2025-10-26 02:19:04;138.034;0.013
2025-11-22 02:19:06;138.496;0.021
