datetime;wse;wse_u
2018-12-07 02:21:51;104.315;0.001
2019-01-03 02:21:53;103.384;0.000
2019-01-30 02:21:54;103.220;0.004
2019-02-26 02:21:56;102.758;0.019
2019-03-25 02:22:00;102.620;0.028
2019-04-21 02:22:00;103.336;0.007
2019-05-18 02:21:57;107.117;0.020
2019-06-14 02:21:52;107.692;0.008
2019-07-11 02:21:55;107.051;0.018
2019-08-07 02:21:56;107.630;0.006
2019-09-03 02:21:54;106.242;0.007
2019-09-30 02:21:53;105.468;0.007
2019-10-27 02:21:52;105.645;0.014
2019-11-23 02:21:56;105.265;0.009
2019-12-20 02:21:55;104.457;0.016
2020-01-16 02:21:54;103.473;0.001
2020-02-12 02:21:52;103.074;0.013
2020-03-10 02:21:56;103.181;0.017
2020-04-06 02:21:56;104.058;0.000
2020-05-03 02:22:01;105.095;0.005
2020-05-30 02:22:02;105.975;0.015
2020-06-26 02:22:06;107.678;0.008
2020-07-23 02:22:07;107.273;0.004
2020-08-19 02:22:07;107.183;0.010
2020-09-15 02:22:05;106.172;0.016
2020-10-12 02:22:03;105.542;0.005
2020-12-05 02:22:08;105.936;0.010
2021-01-01 02:22:07;106.642;0.002
2021-01-28 02:22:04;104.977;0.017
2021-02-24 02:22:06;103.691;0.028
2021-03-23 02:22:07;104.414;0.011
2021-04-19 02:22:05;106.156;0.009
2021-05-16 02:22:09;107.660;0.002
2021-06-12 02:22:14;108.264;0.004
2021-07-09 02:22:16;108.057;0.010
2021-08-05 02:22:17;108.191;0.008
2021-09-01 02:22:18;107.774;0.012
2021-09-28 02:22:14;106.790;0.002
2021-10-25 02:22:11;105.892;0.002
2021-11-21 02:22:14;105.525;0.009
2021-12-18 02:22:14;105.943;0.012
2022-01-14 02:22:11;104.387;0.007
2022-02-10 02:22:11;103.878;0.013
2022-03-09 02:22:12;105.334;0.009
2022-04-05 02:22:12;105.859;0.012
2022-05-02 02:22:17;106.282;0.006
2022-05-29 02:22:21;108.051;0.006
2022-06-25 02:22:24;108.417;0.012
2022-07-22 02:22:27;107.842;0.010
2022-08-18 02:22:26;107.227;0.003
2022-09-14 02:22:25;106.938;0.005
2022-10-11 02:22:22;105.603;0.025
2022-11-07 02:22:27;106.277;0.010
2022-12-04 02:22:27;106.933;0.007
2022-12-31 02:22:25;104.649;0.017
2023-01-27 02:22:22;105.362;0.005
2023-02-23 02:22:26;104.444;0.001
2023-03-22 02:22:24;104.164;0.006
2023-04-18 02:22:25;104.533;0.010
2023-05-15 02:22:29;106.913;0.008
2023-06-11 02:22:32;106.498;0.003
2023-07-08 02:22:35;108.303;0.002
2023-08-04 02:22:35;107.291;0.010
2023-08-31 02:22:34;105.320;0.013
2023-09-27 02:22:31;104.776;0.001
2023-10-24 02:22:37;104.195;0.012
2023-11-20 02:22:37;103.715;0.014
2023-12-17 02:22:37;103.307;0.003
2024-01-13 02:22:31;103.197;0.007
2024-02-09 02:22:35;103.014;0.009
2024-03-07 02:22:37;102.680;0.025
2024-04-03 02:22:35;103.105;0.022
2024-04-30 02:22:41;104.615;0.012
2024-05-27 02:22:44;106.201;0.002
2024-06-23 02:22:47;108.595;0.004
2024-07-20 02:22:49;108.010;0.008
2024-08-16 02:22:48;107.883;0.005
2024-09-12 02:22:46;106.084;0.015
2024-10-09 02:22:43;105.144;0.004
2024-11-05 02:22:48;104.499;0.009
2024-12-02 02:22:48;104.323;0.012
2024-12-29 02:22:47;104.532;0.012
2025-01-25 02:22:44;103.718;0.020
2025-02-21 02:22:48;104.782;0.017
2025-03-20 02:22:47;105.491;0.006
2025-04-16 02:22:47;106.306;0.000
2025-05-13 02:22:52;106.785;0.015
2025-06-09 02:22:56;108.440;0.011
2025-07-06 02:23:01;107.786;0.001
2025-08-02 02:23:01;108.110;0.002
2025-08-29 02:23:03;106.501;0.008
2025-09-25 02:23:01;105.744;0.019
2025-10-22 02:23:00;106.132;0.012
2025-11-18 02:23:03;106.023;0.005
