datetime;wse;wse_u
2018-12-08 14:30:59;84.162;0.022
2019-01-04 14:31:02;83.251;0.002
2019-01-31 14:31:02;83.043;0.044
2019-04-22 14:31:08;83.136;0.007
2019-05-19 14:31:06;85.627;0.000
2019-06-15 14:31:01;87.833;0.010
2019-07-12 14:31:03;88.541;0.000
2019-08-08 14:31:04;89.181;0.004
2019-09-04 14:31:03;89.145;0.013
2019-10-01 14:31:02;86.864;0.013
2019-10-28 14:31:01;86.425;0.008
2019-11-24 14:31:04;84.996;0.008
2019-12-21 14:31:04;84.939;0.006
2020-01-17 14:31:03;83.296;0.001
2020-02-13 14:31:01;83.053;0.022
2020-04-07 14:31:05;83.086;0.001
2020-05-04 14:31:09;83.939;0.004
2020-05-31 14:31:12;86.366;0.001
2020-06-27 14:31:15;87.830;0.004
2020-07-24 14:31:15;88.765;0.010
2020-08-20 14:31:15;88.717;0.005
2020-09-16 14:31:13;87.953;0.002
2020-10-13 14:31:12;86.325;0.004
2020-11-09 14:31:16;86.147;0.005
2020-12-06 14:31:16;86.669;0.008
2021-01-02 14:31:16;85.822;0.001
2021-01-29 14:31:12;84.314;0.005
2021-02-25 14:31:14;83.286;0.003
2021-03-24 14:31:15;83.779;0.018
2021-04-20 14:31:14;85.461;0.002
2021-05-17 14:31:17;87.151;0.006
2021-06-13 14:31:23;89.154;0.004
2021-07-10 14:31:24;89.244;0.016
2021-08-06 14:31:26;89.802;0.005
2021-09-02 14:31:26;89.377;0.014
2021-09-29 14:31:23;88.269;0.012
2021-10-26 14:31:20;86.517;0.007
2021-11-22 14:31:22;85.071;0.003
2021-12-19 14:31:23;85.335;0.047
2022-01-15 14:31:20;83.727;0.019
2022-02-11 14:31:20;83.392;0.039
2022-03-10 14:31:21;84.163;0.032
2022-04-06 14:31:20;85.024;0.007
2022-05-03 14:31:26;85.009;0.019
2022-05-30 14:31:30;87.713;0.003
2022-06-26 14:31:32;89.305;0.014
2022-07-23 14:31:35;89.885;0.002
2022-08-19 14:31:35;89.143;0.011
2022-09-15 14:31:33;87.990;0.014
2022-10-12 14:31:31;86.801;0.004
2022-11-08 14:31:36;86.494;0.000
2022-12-05 14:31:36;86.322;0.029
2023-01-01 14:31:33;84.127;0.004
2023-01-28 14:31:32;84.891;0.004
2023-02-24 14:31:35;83.625;0.013
2023-03-23 14:31:33;83.454;0.024
2023-04-19 14:31:34;83.626;0.010
2023-05-16 14:31:38;85.728;0.020
2023-06-12 14:31:41;87.291;0.001
2023-07-09 14:31:44;88.666;0.009
2023-08-05 14:31:44;89.221;0.006
2023-09-01 14:31:42;87.458;0.006
2023-09-28 14:31:40;85.357;0.020
2023-10-25 14:31:46;84.650;0.004
2023-11-21 14:31:46;83.914;0.001
2024-01-14 14:31:39;83.161;0.003
2024-02-10 14:31:44;83.052;0.000
2024-04-04 14:31:44;83.276;0.025
2024-05-01 14:31:50;84.034;0.002
2024-05-28 14:31:53;86.793;0.002
2024-06-24 14:31:56;89.623;0.010
2024-07-21 14:31:58;89.732;0.007
2024-08-17 14:31:56;90.023;0.019
2024-09-13 14:31:55;87.845;0.014
2024-10-10 14:31:52;85.874;0.008
2024-11-06 14:31:57;84.822;0.034
2024-12-03 14:31:56;84.964;0.006
2024-12-30 14:31:55;84.902;0.001
2025-01-26 14:31:53;83.675;0.008
2025-02-22 14:31:56;84.265;0.005
2025-03-21 14:31:56;84.702;0.013
2025-04-17 14:31:55;86.182;0.008
2025-05-14 14:32:00;86.726;0.013
2025-06-10 14:32:05;89.223;0.025
2025-07-07 14:32:09;90.102;0.001
2025-08-30 14:32:11;89.417;0.013
2025-09-26 14:32:09;87.803;0.026
2025-10-23 14:32:09;87.074;0.001
2025-11-19 14:32:11;86.902;0.001
