datetime;wse;wse_u
2016-05-23 02:20:06;111.240;0.006
2016-06-19 02:20:07;113.241;0.001
2016-07-16 02:20:06;112.726;0.074
2016-08-12 02:20:05;112.892;0.006
2016-09-08 02:20:06;111.952;0.015
2016-10-05 02:20:10;112.165;0.243
2016-11-01 02:20:06;111.350;0.003
2016-11-28 02:20:05;111.524;0.017
2016-12-25 02:20:05;111.491;0.003
2017-01-21 02:20:07;110.934;0.001
2017-02-17 02:20:06;110.523;0.009
2017-03-16 02:20:05;111.320;0.002
2017-04-12 02:20:10;111.082;0.008
2017-05-09 02:20:14;113.514;0.013
2017-06-05 02:20:16;112.367;0.017
2017-07-02 02:20:15;114.111;0.016
2017-07-29 02:20:12;114.546;0.016
2017-08-25 02:20:09;112.411;0.002
2017-09-21 02:20:09;112.579;0.027
2017-10-18 02:20:12;112.135;0.026
2017-11-14 02:20:12;111.115;0.006
2017-12-11 02:20:08;110.547;0.002
2018-01-07 02:20:13;110.698;0.006
2018-02-03 02:20:15;110.106;0.013
2018-03-02 02:20:13;110.020;0.006
2018-03-29 02:20:13;109.889;0.005
2018-04-25 02:20:17;111.790;0.007
2018-05-22 02:20:16;113.384;0.025
2018-06-18 02:20:18;114.474;0.000
2018-07-15 02:20:16;114.639;0.025
2018-08-11 02:20:13;113.513;0.002
2018-09-07 02:20:13;112.622;0.017
2018-10-04 02:20:17;112.394;0.140
2018-10-31 02:20:18;110.844;0.018
2018-11-27 02:20:15;111.013;0.008
2018-12-24 02:20:12;110.690;0.006
2019-01-20 02:20:15;110.317;0.012
2019-02-16 02:20:16;110.113;0.009
2019-03-15 02:20:14;109.759;0.001
2019-04-11 02:20:20;110.055;0.005
2019-05-08 02:20:22;110.995;0.019
2019-06-04 02:20:22;113.639;0.027
2019-07-01 02:20:21;113.025;0.002
2019-07-28 02:20:20;113.390;0.027
2019-08-24 02:20:16;113.858;0.020
2019-09-20 02:20:19;112.994;0.020
2019-10-17 02:20:20;112.099;0.004
2019-11-13 02:20:18;111.432;0.018
2019-12-10 02:20:14;111.092;0.002
2020-01-06 02:20:17;110.790;0.016
2020-02-02 02:20:19;110.609;0.001
2020-02-29 02:20:18;110.135;0.013
2020-03-27 02:20:20;110.144;0.004
2020-04-23 02:20:25;111.771;0.015
2020-05-20 02:20:26;112.930;0.004
2020-06-16 02:20:24;113.399;0.007
2020-07-13 02:20:25;114.329;0.008
2020-08-09 02:20:23;113.400;0.028
2020-09-05 02:20:20;114.075;0.027
2020-10-02 02:20:23;112.256;0.004
2020-10-29 02:20:23;111.551;0.003
2020-11-25 02:20:19;112.430;0.014
2020-12-22 02:20:18;111.954;0.006
2021-01-18 02:20:24;112.300;0.197
2021-02-14 02:20:25;110.930;0.005
2021-03-13 02:20:21;111.125;0.009
2021-04-09 02:20:26;112.264;0.010
2021-05-06 02:20:30;113.943;0.022
2021-06-02 02:20:29;115.028;0.012
2021-06-29 02:20:31;114.305;0.001
2021-07-26 02:20:29;114.674;0.011
2021-08-22 02:20:26;114.857;0.007
2021-09-18 02:20:26;113.291;0.021
2021-10-15 02:20:28;112.887;0.014
2021-11-11 02:20:27;112.921;0.024
2021-12-08 02:20:26;112.798;0.005
2022-01-04 02:20:27;112.263;0.001
2022-01-31 02:20:32;110.684;0.098
2022-02-27 02:20:28;111.558;0.018
2022-03-26 02:20:30;112.934;0.003
2022-04-22 02:20:32;112.464;0.017
2022-05-19 02:20:30;113.848;0.015
2022-06-15 02:20:30;114.610;0.007
2022-07-12 02:20:29;114.728;0.019
2022-08-08 02:20:26;114.773;0.004
2022-09-04 02:20:25;113.792;0.003
2022-10-01 02:20:26;112.743;0.016
2022-10-28 02:20:25;113.142;0.008
2022-11-24 02:20:22;113.244;0.025
2022-12-21 02:20:22;112.189;0.005
2023-01-17 02:20:23;112.303;0.012
2023-02-13 02:20:25;111.382;0.003
2023-03-12 02:20:24;111.620;0.015
2023-04-08 02:20:29;110.958;0.012
2023-05-05 02:20:29;111.469;0.023
2023-06-01 02:20:28;113.690;0.004
2023-06-28 02:20:25;114.043;0.007
2023-07-25 02:20:21;113.536;0.013
2023-08-21 02:20:18;113.543;0.002
2023-09-17 02:20:22;111.663;0.053
2023-10-14 02:20:21;110.630;0.010
2023-11-10 02:20:19;111.039;0.006
2023-12-07 02:20:20;110.604;0.062
2024-01-03 02:20:23;110.740;0.051
2024-01-30 02:20:25;109.989;0.007
2024-02-26 02:20:23;109.769;0.023
2024-03-24 02:20:26;109.657;0.007
2024-04-20 02:20:28;110.013;0.013
2024-05-17 02:20:29;112.985;0.028
2024-06-13 02:20:30;114.865;0.012
2024-07-10 02:20:27;113.047;0.011
2024-08-06 02:20:25;113.879;0.009
2024-09-02 02:20:21;113.000;0.013
2024-09-29 02:20:25;111.317;0.008
2024-10-26 02:20:25;111.021;0.003
2024-11-22 02:20:23;111.060;0.010
2024-12-19 02:20:19;110.566;0.003
2025-01-15 02:20:26;110.452;0.003
2025-03-10 02:20:25;110.289;0.006
2025-04-06 02:20:29;111.556;0.000
2025-05-03 02:20:32;112.136;0.012
2025-05-30 02:20:34;113.687;0.011
2025-06-26 02:20:34;113.567;0.008
2025-07-23 02:20:34;114.442;0.009
2025-08-19 02:20:32;113.486;0.009
2025-09-15 02:20:30;112.755;0.000
2025-10-12 02:20:32;112.270;0.005
2025-11-08 02:20:33;111.503;0.021
