datetime;wse;wse_u
2018-12-12 14:27:29;98.085;0.013
2019-01-08 14:27:32;97.285;0.006
2019-04-26 14:27:39;97.606;0.007
2019-05-23 14:27:35;101.042;0.023
2019-06-19 14:27:31;101.448;0.046
2019-07-16 14:27:34;101.128;0.031
2019-08-12 14:27:34;101.316;0.017
2019-09-08 14:27:33;100.006;0.014
2019-10-05 14:27:31;99.213;0.010
2019-11-01 14:27:32;98.699;0.006
2019-11-28 14:27:35;98.672;0.010
2019-12-25 14:27:34;98.632;0.049
2020-01-21 14:27:32;97.561;0.017
2020-04-11 14:27:36;97.959;0.012
2020-05-08 14:27:40;98.926;0.042
2020-06-04 14:27:43;100.269;0.025
2020-07-01 14:27:45;101.517;0.022
2020-07-28 14:27:45;101.481;0.032
2020-08-24 14:27:45;100.672;0.020
2020-09-20 14:27:43;100.640;0.020
2020-10-17 14:27:43;98.961;0.008
2020-11-13 14:27:47;99.717;0.014
2020-12-10 14:27:46;99.086;0.030
2021-01-06 14:27:46;99.905;0.016
2021-02-02 14:27:41;98.129;0.046
2021-03-01 14:27:45;97.613;0.010
2021-03-28 14:27:45;99.340;0.015
2021-04-24 14:27:45;99.378;0.013
2021-05-21 14:27:48;101.284;0.009
2021-06-17 14:27:54;102.247;0.002
2021-07-14 14:27:55;101.826;0.011
2021-08-10 14:27:56;101.936;0.031
2021-09-06 14:27:56;101.609;0.013
2021-10-03 14:27:52;100.271;0.025
2021-10-30 14:27:51;100.484;0.000
2021-11-26 14:27:52;99.757;0.026
2021-12-23 14:27:53;99.613;0.003
2022-01-19 14:27:50;98.295;0.025
2022-02-15 14:27:50;97.862;0.001
2022-03-14 14:27:50;98.967;0.038
2022-04-10 14:27:52;99.941;0.002
2022-05-07 14:27:57;99.714;0.015
2022-06-03 14:28:01;101.813;0.024
2022-06-30 14:28:02;102.253;0.026
2022-07-27 14:28:05;101.729;0.010
2022-08-23 14:28:05;101.054;0.005
2022-09-19 14:28:02;100.680;0.006
2022-10-16 14:28:02;99.270;0.008
2022-11-12 14:28:06;99.794;0.013
2022-12-09 14:28:06;100.396;0.009
2023-01-05 14:28:03;99.131;0.033
2023-02-01 14:28:03;98.295;0.006
2023-02-28 14:28:05;98.070;0.015
2023-03-27 14:28:03;97.776;0.008
2023-04-23 14:28:05;99.112;0.005
2023-05-20 14:28:09;100.860;0.028
2023-06-16 14:28:12;100.208;0.007
2023-07-13 14:28:14;101.818;0.004
2023-08-09 14:28:14;100.877;0.013
2023-09-05 14:28:12;98.566;0.012
2023-10-02 14:28:12;98.072;0.013
2023-10-29 14:28:16;98.230;0.017
2023-11-25 14:28:17;98.190;0.002
2023-12-22 14:28:15;97.458;0.015
2024-01-18 14:28:09;97.462;0.015
2024-04-08 14:28:15;97.970;0.042
2024-05-05 14:28:21;99.092;0.016
2024-06-01 14:28:25;101.411;0.008
2024-06-28 14:28:27;102.323;0.001
2024-07-25 14:28:27;101.897;0.031
2024-08-21 14:28:27;101.214;0.019
2024-09-17 14:28:25;99.522;0.002
2024-10-14 14:28:24;98.937;0.047
2024-11-10 14:28:26;98.312;0.009
2024-12-07 14:28:27;98.574;0.020
2025-01-03 14:28:24;99.317;0.032
2025-01-30 14:28:22;98.377;0.032
2025-02-26 14:28:25;98.556;0.003
2025-03-25 14:28:26;99.050;0.019
2025-04-21 14:28:26;99.894;0.006
2025-05-18 14:28:32;101.180;0.018
2025-06-14 14:28:36;102.003;0.002
2025-07-11 14:28:40;101.912;0.002
2025-08-07 14:28:40;101.733;0.001
2025-09-03 14:28:41;101.140;0.001
2025-09-30 14:28:38;99.635;0.003
2025-10-27 14:28:40;100.128;0.005
2025-11-23 14:28:42;99.816;0.021
