datetime;wse;wse_u
2016-05-15 02:27:50;83.442;0.003
2016-06-11 02:27:50;85.414;0.015
2016-07-08 02:27:51;87.132;0.006
2016-08-04 02:27:49;87.678;0.006
2016-08-31 02:27:47;87.175;0.037
2016-10-24 02:27:52;83.219;0.002
2016-11-20 02:27:49;81.663;0.027
2016-12-17 02:27:47;81.016;0.002
2017-01-13 02:27:50;80.980;0.017
2017-02-09 02:27:51;80.404;0.002
2017-03-08 02:27:49;80.021;0.003
2017-04-04 02:27:53;80.961;0.017
2017-05-01 02:27:55;81.298;0.043
2017-05-28 02:28:00;84.419;0.000
2017-06-24 02:27:59;86.249;0.006
2017-07-21 02:27:56;87.644;0.006
2017-08-17 02:27:54;87.990;0.005
2017-09-13 02:27:51;84.109;0.004
2017-10-10 02:27:55;83.308;0.002
2017-11-06 02:27:56;82.128;0.001
2017-12-03 02:27:53;81.063;0.016
2017-12-30 02:27:55;79.942;0.012
2018-01-26 02:27:58;80.219;0.005
2018-02-22 02:27:58;79.248;0.003
2018-03-21 02:27:55;78.963;0.003
2018-04-17 02:28:00;80.315;0.000
2018-05-14 02:28:00;84.259;0.005
2018-06-10 02:28:01;86.876;0.001
2018-07-07 02:28:01;88.332;0.017
2018-08-03 02:27:57;89.896;0.002
2018-08-30 02:27:54;88.733;0.004
2018-09-26 02:27:59;87.045;0.001
2018-10-23 02:28:02;82.018;0.081
2018-12-16 02:27:55;80.362;0.006
2019-01-12 02:27:58;79.754;0.011
2019-02-08 02:28:00;79.385;0.011
2019-03-07 02:27:58;79.045;0.015
2019-04-03 02:28:02;79.284;0.010
2019-04-30 02:28:05;80.007;0.003
2019-05-27 02:28:06;83.407;0.021
2019-06-23 02:28:05;86.144;0.011
2019-07-20 02:28:05;87.268;0.025
2019-08-16 02:28:01;88.140;0.001
2019-09-12 02:28:02;87.137;0.006
2019-10-09 02:28:04;83.243;0.019
2019-11-05 02:28:03;82.950;0.016
2019-12-02 02:27:59;81.601;0.020
2019-12-29 02:28:00;81.409;0.012
2020-01-25 02:28:02;79.987;0.023
2020-02-21 02:28:02;79.229;0.029
2020-03-19 02:28:02;79.259;0.015
2020-04-15 02:28:07;79.843;0.007
2020-05-12 02:28:09;81.397;0.003
2020-06-08 02:28:08;83.909;0.034
2020-07-05 02:28:08;86.531;0.011
2020-08-01 02:28:07;86.768;0.007
2020-08-28 02:28:04;85.733;0.003
2020-09-24 02:28:06;84.061;0.001
2020-11-17 02:28:05;82.661;0.027
2021-01-10 02:28:06;81.946;0.001
2021-02-06 02:28:09;80.359;0.002
2021-03-05 02:28:06;79.860;0.033
2021-04-01 02:28:08;80.918;0.003
2021-04-28 02:28:13;82.195;0.019
2021-05-25 02:28:13;85.268;0.036
2021-06-21 02:28:14;87.237;0.005
2021-07-18 02:28:14;87.719;0.013
2021-08-14 02:28:10;88.031;0.043
2021-09-10 02:28:09;87.270;0.009
2021-10-07 02:28:12;85.277;0.040
2021-11-03 02:28:10;83.669;0.009
2021-11-30 02:28:10;81.777;0.008
2021-12-27 02:28:10;81.733;0.010
2022-01-23 02:28:15;80.247;0.006
2022-02-19 02:28:13;79.871;0.016
2022-03-18 02:28:12;80.709;0.004
2022-04-14 02:28:13;81.492;0.001
2022-05-11 02:28:15;82.642;0.001
2022-06-07 02:28:14;86.046;0.002
2022-07-04 02:28:13;87.353;0.003
2022-07-31 02:28:10;88.226;0.000
2022-08-27 02:28:06;87.381;0.006
2022-09-23 02:28:10;85.601;0.004
2022-10-20 02:28:10;83.173;0.029
2022-11-16 02:28:07;82.782;0.010
2022-12-13 02:28:05;82.187;0.049
2023-01-09 02:28:08;81.128;0.012
2023-02-05 02:28:10;80.271;0.010
2023-03-04 02:28:07;80.145;0.005
2023-03-31 02:28:12;79.792;0.008
2023-04-27 02:28:12;81.326;0.004
2023-05-24 02:28:12;82.776;0.003
2023-06-20 02:28:09;85.056;0.008
2023-07-17 02:28:07;86.597;0.003
2023-08-13 02:28:02;86.920;0.015
2023-09-09 02:28:05;83.900;0.004
2023-10-06 02:28:06;81.288;0.011
2023-11-02 02:28:06;81.030;0.025
2023-11-29 02:28:02;80.871;0.013
2023-12-26 02:28:07;80.000;0.000
2024-01-22 02:28:07;79.766;0.004
2024-02-18 02:28:08;79.374;0.013
2024-03-16 02:28:08;79.287;0.011
2024-04-12 02:28:12;79.505;0.005
2024-06-05 02:28:14;85.264;0.011
2024-07-02 02:28:13;87.074;0.011
2024-07-29 02:28:10;87.687;0.016
2024-08-25 02:28:07;86.427;0.010
2024-09-21 02:28:06;83.027;0.006
2024-10-18 02:28:09;81.314;0.010
2024-11-14 02:28:07;80.748;0.020
2024-12-11 02:28:04;80.642;0.000
2025-01-07 02:28:07;81.111;0.011
2025-02-03 02:28:10;80.202;0.004
2025-03-02 02:28:09;79.952;0.019
2025-03-29 02:28:10;80.618;0.026
2025-04-25 02:28:14;82.203;0.005
2025-05-22 02:28:17;84.293;0.000
2025-06-18 02:28:17;87.037;0.012
2025-07-15 02:28:17;88.459;0.017
2025-08-11 02:28:16;89.089;0.012
2025-09-07 02:28:12;87.463;0.009
2025-10-31 02:28:18;83.470;0.007
2025-11-27 02:28:15;82.601;0.004
