datetime;wse;wse_u
2016-05-20 14:32:05;34.966;0.002
2016-06-16 14:32:05;37.253;0.002
2016-07-13 14:32:05;39.165;0.002
2016-08-09 14:32:04;39.482;0.002
2016-09-05 14:32:04;38.674;0.003
2016-10-02 14:32:09;37.439;0.002
2016-10-29 14:32:06;35.486;0.000
2016-11-25 14:32:04;34.387;0.000
2016-12-22 14:32:03;33.179;0.006
2017-01-18 14:32:06;31.973;0.004
2017-02-14 14:32:05;31.773;0.012
2017-03-13 14:32:04;30.776;0.009
2017-04-09 14:32:08;30.951;0.007
2017-05-06 14:32:12;32.887;0.004
2017-06-02 14:32:15;35.629;0.005
2017-06-29 14:32:14;38.128;0.000
2017-07-26 14:32:11;39.265;0.001
2017-08-22 14:32:08;38.848;0.001
2017-09-18 14:32:07;36.470;0.000
2017-10-15 14:32:11;35.874;0.002
2017-11-11 14:32:11;35.310;0.001
2017-12-08 14:32:08;33.015;0.005
2018-01-04 14:32:12;30.997;0.026
2018-01-31 14:32:13;30.728;0.009
2018-02-27 14:32:12;30.485;0.011
2018-03-26 14:32:12;29.239;0.021
2018-04-22 14:32:15;30.436;0.005
2018-05-19 14:32:15;35.472;0.003
2018-06-15 14:32:17;37.899;0.001
2018-07-12 14:32:15;39.489;0.001
2018-08-08 14:32:12;40.429;0.001
2018-09-04 14:32:11;39.843;0.000
2018-10-01 14:32:15;38.607;0.001
2018-10-28 14:32:16;35.856;0.003
2018-11-24 14:32:14;34.054;0.006
2018-12-21 14:32:10;31.736;0.008
2019-01-17 14:32:14;31.424;0.005
2019-02-13 14:32:15;31.016;0.015
2019-03-12 14:32:12;30.598;0.004
2019-04-08 14:32:18;30.795;0.001
2019-05-05 14:32:21;31.705;0.019
2019-06-01 14:32:21;34.914;0.001
2019-06-28 14:32:20;37.493;0.001
2019-07-25 14:32:19;38.804;0.001
2019-08-21 14:32:15;39.283;0.002
2019-09-17 14:32:17;38.420;0.000
2019-10-14 14:32:19;35.795;0.003
2019-11-10 14:32:17;35.292;0.002
2019-12-07 14:32:13;33.578;0.002
2020-01-03 14:32:16;32.167;0.001
2020-01-30 14:32:17;30.371;0.004
2020-02-26 14:32:17;30.136;0.016
2020-03-24 14:32:18;30.742;0.019
2020-04-20 14:32:23;29.704;0.005
2020-05-17 14:32:25;32.096;0.010
2020-06-13 14:32:23;34.940;0.000
2020-07-10 14:32:23;37.091;0.001
2020-08-06 14:32:22;38.060;0.001
2020-09-02 14:32:18;37.341;0.001
2020-09-29 14:32:22;35.217;0.000
2020-10-26 14:32:22;35.105;0.002
2020-11-22 14:32:18;35.170;0.001
2020-12-19 14:32:16;33.998;0.002
2021-01-15 14:32:22;33.638;0.026
2021-03-10 14:32:21;30.119;0.008
2021-04-06 14:32:25;30.728;0.006
2021-05-03 14:32:28;33.581;0.001
2021-05-30 14:32:28;36.805;0.001
2021-06-26 14:32:30;38.609;0.001
2021-07-23 14:32:28;39.059;0.000
2021-08-19 14:32:25;39.197;0.001
2021-09-15 14:32:25;38.557;0.001
2021-10-12 14:32:27;37.609;0.002
2021-11-08 14:32:26;35.752;0.001
2021-12-05 14:32:25;33.214;0.005
2022-01-01 14:32:26;32.162;0.014
2022-01-28 14:32:30;30.891;0.003
2022-02-24 14:32:27;30.456;0.004
2022-03-23 14:32:28;30.494;0.004
2022-04-19 14:32:30;31.530;0.022
2022-05-16 14:32:29;34.383;0.005
2022-06-12 14:32:29;37.341;0.003
2022-07-09 14:32:28;38.705;0.000
2022-08-05 14:32:25;39.565;0.001
2022-09-01 14:32:23;39.185;0.000
2022-09-28 14:32:25;37.584;0.001
2022-10-25 14:32:24;35.829;0.002
2022-11-21 14:32:21;35.518;0.003
2022-12-18 14:32:21;33.144;0.002
2023-01-14 14:32:23;31.193;0.006
2023-02-10 14:32:24;31.288;0.001
2023-03-09 14:32:23;30.316;0.006
2023-04-05 14:32:27;30.278;0.006
2023-05-02 14:32:28;32.160;0.028
2023-05-29 14:32:27;34.403;0.003
2023-06-25 14:32:24;37.073;0.003
2023-07-22 14:32:21;38.307;0.002
2023-08-18 14:32:16;38.656;0.001
2023-09-14 14:32:21;36.211;0.003
2023-10-11 14:32:21;33.437;0.001
2023-11-07 14:32:19;32.974;0.004
2023-12-04 14:32:18;32.369;0.011
2023-12-31 14:32:22;30.910;0.009
2024-01-27 14:32:23;34.865;0.000
2024-02-23 14:32:23;30.236;0.021
2024-03-21 14:32:24;29.390;0.006
2024-04-17 14:32:28;29.869;0.007
2024-05-14 14:32:29;32.866;0.001
2024-06-10 14:32:30;36.940;0.002
2024-07-07 14:32:27;38.684;0.001
2024-08-03 14:32:25;39.244;0.001
2024-08-30 14:32:21;37.748;0.002
2024-09-26 14:32:24;35.136;0.003
2024-10-23 14:32:25;33.588;0.005
2024-11-19 14:32:23;32.248;0.004
2024-12-16 14:32:19;32.193;0.004
2025-01-12 14:32:24;31.654;0.003
2025-02-08 14:32:27;30.251;0.009
2025-03-07 14:32:24;30.091;0.043
2025-04-03 14:32:27;30.729;0.001
2025-04-30 14:32:31;33.223;0.001
2025-05-27 14:32:33;36.355;0.000
2025-06-23 14:32:33;39.152;0.001
2025-07-20 14:32:33;39.879;0.002
2025-08-16 14:32:31;39.899;0.002
2025-09-12 14:32:29;39.089;0.001
2025-10-09 14:32:31;37.380;0.002
2025-11-05 14:32:33;35.753;0.002
