datetime;wse;wse_u
2002-06-20 02:00:32;2.379;0.072
2002-07-25 02:00:32;3.808;0.045
2002-08-29 02:00:27;4.018;0.012
2002-10-03 02:00:31;3.248;0.023
2002-11-07 02:00:29;2.671;0.018
2002-12-12 02:00:28;1.322;0.029
2003-02-20 02:00:26;1.544;0.276
2003-05-01 02:00:31;0.540;0.011
2003-06-05 02:00:28;2.116;0.116
2003-07-10 02:00:33;3.048;0.067
2003-08-14 02:00:37;3.906;0.040
2003-09-18 02:00:40;4.074;0.036
2003-10-23 02:00:35;3.201;0.020
2003-11-27 02:00:36;3.140;0.076
2004-02-05 02:00:34;1.322;0.051
2004-03-11 02:00:36;1.793;0.001
2004-04-15 02:00:34;0.484;0.091
2004-05-20 02:00:37;1.141;0.008
2004-06-24 02:00:38;2.934;0.057
2004-09-02 02:00:38;4.146;0.003
2004-10-07 02:00:37;3.789;0.058
2004-11-11 02:00:36;2.394;0.188
2004-12-16 02:00:33;2.101;0.006
2005-01-20 02:00:34;0.822;0.107
2005-02-24 02:00:34;1.607;0.055
2005-03-31 02:00:34;2.376;0.406
2005-05-05 02:00:42;2.091;0.077
2005-06-09 02:00:39;2.628;0.175
2005-07-14 02:00:42;3.201;0.030
2005-08-18 02:00:37;3.587;0.013
2005-09-22 02:00:37;3.464;0.012
2005-10-27 02:00:39;1.741;0.213
2005-12-01 02:00:33;2.481;0.044
2006-01-05 02:00:25;1.681;0.151
2006-02-09 02:00:27;1.228;0.106
2006-03-16 02:00:26;1.572;0.090
2006-04-20 02:00:29;2.403;0.113
2006-05-25 02:00:32;2.196;0.009
2006-08-03 02:00:38;4.120;0.023
2006-09-07 02:00:32;4.079;0.003
2006-11-16 02:00:34;2.080;0.014
2006-12-21 02:00:33;2.232;0.011
2007-01-25 02:00:27;1.335;0.054
2007-04-05 02:00:27;1.521;0.097
2007-05-10 02:00:32;0.641;0.091
2007-06-14 02:00:33;2.579;0.117
2007-08-23 02:00:33;4.246;0.027
2007-11-01 02:00:28;3.172;0.059
2007-12-06 02:00:24;1.716;0.045
2008-02-14 02:00:25;2.104;0.113
2008-03-20 02:00:28;1.413;0.035
2008-05-29 02:00:27;1.352;0.007
2008-07-03 02:00:28;2.917;0.050
2008-08-07 02:00:28;3.994;0.005
2008-09-11 02:00:23;3.740;0.032
2008-10-16 02:00:25;3.454;0.016
2008-11-20 02:00:23;2.278;0.109
2008-12-25 02:00:25;2.427;0.023
2009-03-05 02:00:25;0.827;0.020
2009-04-09 02:00:22;1.654;0.271
2009-05-14 02:00:25;1.888;0.040
2009-06-18 02:00:27;1.419;0.052
2009-08-27 02:00:25;3.596;0.007
2009-11-05 02:00:20;2.485;0.000
2009-12-10 02:00:17;1.483;0.184
2010-01-14 02:00:20;1.105;0.026
2010-02-18 02:00:17;1.461;0.223
2010-03-25 02:00:19;0.363;0.143
2010-04-29 02:00:16;1.943;0.016
2010-07-08 02:00:16;3.490;0.026
2010-08-12 02:00:18;4.204;0.038
2013-04-20 10:05:17;0.881;0.006
2013-05-25 10:04:56;2.203;0.021
2013-06-29 10:04:37;2.706;0.007
2013-08-03 10:04:18;3.197;0.047
2013-09-07 10:04:32;3.418;0.010
2013-10-12 10:04:37;2.920;0.048
2013-11-16 10:04:39;2.288;0.014
2013-12-21 10:04:35;0.999;0.000
2014-01-25 10:04:33;0.888;0.003
2014-03-01 10:04:31;1.706;0.193
2014-04-05 10:04:31;2.502;0.034
2014-05-10 10:04:29;1.290;0.011
2014-06-14 10:04:27;2.642;0.010
2014-07-19 10:04:22;2.856;0.042
2014-08-23 10:04:19;3.418;0.001
2014-09-27 10:04:16;3.087;0.038
2014-11-01 10:04:12;2.583;0.022
2014-12-06 10:04:10;2.648;0.001
2015-01-10 10:04:07;2.774;0.014
2015-02-14 10:04:04;0.534;0.019
2015-03-21 10:04:02;2.818;0.010
2015-04-25 10:04:02;2.647;0.035
2015-08-08 10:03:45;3.073;0.004
2015-09-12 10:03:40;3.405;0.049
2015-10-17 10:03:34;2.448;0.035
2015-11-21 10:03:32;1.883;0.010
2015-12-26 10:03:20;0.888;0.083
2016-01-30 10:03:16;0.165;0.004
2016-03-05 10:03:11;0.877;0.009
2016-05-14 10:02:57;1.599;0.009
